Date,Location,Average,Lowest,Heigest,Capacity(ins),Capacity(Power),Max Power,Power Reserve,Power Reserve Ratio(%),Max Power Time
"2021-10-30",108,13.8,11,18,133455,82627,59770,22857,38.2,2021/10/30(19:00)
"2021-10-31",108,14.1,9.2,20.3,133455,83019,58161,24858,42.7,2021/10/31(19:00)
"2021-11-01",108,12.9,10.3,16.9,133455,85827,69259,16568,23.9,2021/11/01(17:00)
"2021-11-02",108,11.5,7.9,16.9,133455,85478,69554,15924,22.9,2021/11/02(19:00)
"2021-11-03",108,12.1,7.6,17.1,133455,83854,69599,14255,20.5,2021/11/03(17:00)
"2021-11-04",108,12.1,8.4,16.3,133455,84334,70149,14185,20.2,2021/11/04(17:00)
"2021-11-05",108,13,7.8,20.2,133455,84602,68742,15860,23.1,2021/11/05(17:00)
"2021-11-06",108,14.1,8.8,21.3,133455,78785,59456,19329,32.5,2021/11/06(19:00)
"2021-11-07",108,15.3,9.7,21.3,133455,80184,58370,21814,37.4,2021/11/07(19:00)
"2021-11-08",108,8.6,4.5,15.5,133455,86547,72602,13945,19.2,2021/11/08(11:00)
"2021-11-09",108,4.9,3,6.5,133455,84443,72800,11643,16,2021/11/09(17:00)
"2021-11-10",108,4.2,0.7,7.7,133455,84601,73477,11124,15.1,2021/11/10(17:00)
"2021-11-11",108,5.3,2.1,9.7,133564,85839,74708,11131,14.9,2021/11/11(17:00)
"2021-11-12",108,4.5,1.3,8.6,133564,85381,73855,11526,15.6,2021/11/12(17:00)
"2021-11-13",108,7.3,0.5,13.4,133564,82198,61840,20358,32.9,2021/11/13(01:00)
"2021-11-14",108,11.3,7.8,16.4,133564,80771,59863,20908,34.9,2021/11/14(19:00)
"2021-11-15",108,10.1,5.8,15.7,133564,84114,71603,12511,17.5,2021/11/15(17:00)
"2021-11-16",108,8.5,4.4,13.6,133564,84252,72310,11942,16.5,2021/11/16(18:00)
"2021-11-17",108,7.5,2.7,12.5,133564,85564,73028,12536,17.2,2021/11/17(17:00)
"2021-11-18",108,11.9,7.7,16.2,133564,84890,72485,12405,17.1,2021/11/18(17:00)
"2021-11-19",108,12.9,10.2,16.7,133564,85565,70926,14639,20.6,2021/11/19(09:00)
"2021-11-20",108,10.4,6.8,15.6,133564,82811,61390,21421,34.9,2021/11/20(19:00)
"2021-11-21",108,10.4,7.6,13.1,133564,80551,60516,20035,33.1,2021/11/21(19:00)
"2021-11-22",108,2.7,-0.6,7.5,133564,88726,76847,11879,15.5,2021/11/22(17:00)
"2021-11-23",108,-0.6,-3.7,2.3,133564,91056,79838,11218,14.1,2021/11/23(17:00)
"2021-11-24",108,4.1,-2.6,9.1,133564,93131,76210,16921,22.2,2021/11/24(10:00)
"2021-11-25",108,5.7,2.6,9.9,133564,95904,74510,21394,28.7,2021/11/25(18:00)
"2021-11-26",108,2.9,-0.5,7.2,133564,96502,75223,21279,28.3,2021/11/26(17:00)
"2021-11-27",108,3.4,-1.4,10.1,133564,92026,63937,28089,43.9,2021/11/27(19:00)
"2021-11-28",108,5.1,-1.3,12.4,133564,91146,62027,29119,46.9,2021/11/28(19:00)
"2021-11-29",108,7.6,2.5,13.7,133564,94302,75340,18962,25.2,2021/11/29(17:00)
"2021-11-30",108,5.7,0.7,8.9,133564,95394,80362,15032,18.7,2021/11/30(11:00)
"2021-12-01",108,-1.3,-3,1.5,133564,96460,81177,15283,18.8,2021/12/01(17:00)
"2021-12-02",108,1.3,-4.6,5,133896,95116,80145,14971,18.7,2021/12/02(17:00)
"2021-12-03",108,1.9,-1.8,4.6,133896,96839,78696,18143,23.1,2021/12/03(17:00)
"2021-12-04",108,1.4,-2.7,7,133896,94435,65770,28665,43.6,2021/12/04(19:00)
"2021-12-05",108,2.9,-2.3,9.6,133896,93599,64032,29567,46.2,2021/12/05(19:00)
"2021-12-06",108,5.4,-0.7,12.1,133896,100061,78083,21978,28.1,2021/12/06(17:00)
"2021-12-07",108,6.8,2.6,13.3,133896,100638,78079,22559,28.9,2021/12/07(09:00)
"2021-12-08",108,6.7,1.9,13.3,133896,100449,78310,22139,28.3,2021/12/08(09:00)
"2021-12-09",108,6.5,2.7,9.7,133896,100769,78182,22587,28.9,2021/12/09(17:00)
"2021-12-10",108,7,5.8,8.2,133896,100525,77936,22589,29,2021/12/10(10:00)
"2021-12-11",108,6,4.4,9.8,133896,94870,64834,30036,46.3,2021/12/11(19:00)
"2021-12-12",108,1.2,-3.8,5.1,133896,98173,65441,32732,50,2021/12/12(19:00)
"2021-12-13",108,-2.2,-5.9,1.9,133896,102797,82173,20624,25.1,2021/12/13(17:00)
"2021-12-14",108,3.7,-0.7,8.2,133896,101254,82571,18683,22.6,2021/12/14(10:00)
"2021-12-15",108,7.2,5.4,10,133896,100450,79839,20611,25.8,2021/12/15(10:00)
"2021-12-16",108,6.4,3.3,9.8,133896,99929,81399,18530,22.8,2021/12/16(10:00)
"2021-12-17",108,-5.6,-10.1,3.2,133896,104301,85699,18602,21.7,2021/12/17(17:00)
"2021-12-18",108,-5.7,-11.2,-1.8,133896,98106,70883,27223,38.4,2021/12/18(09:00)
"2021-12-19",108,-0.8,-5.8,4.2,133896,99975,67544,32431,48,2021/12/19(19:00)
"2021-12-20",108,5.2,-0.9,11.1,133896,102725,81750,20971,25.7,2021/12/20(10:00)
"2021-12-21",108,5.2,0.8,8.9,134012,101328,80294,21034,26.2,2021/12/21(09:00)
"2021-12-22",108,2.2,-2.6,8.2,134012,101750,81451,20299,24.9,2021/12/22(09:00)
"2021-12-23",108,2.7,-1.5,8.3,134012,102837,81874,20963,25.6,2021/12/23(09:00)
"2021-12-24",108,-0.3,-7.3,3.2,134012,101856,81185,20671,25.5,2021/12/24(10:00)
"2021-12-25",108,-11.7,-14.4,-7.3,134158,101662,72815,28847,39.6,2021/12/25(19:00)
"2021-12-26",108,-12.1,-15.5,-7.3,134158,101244,71719,29525,41.2,2021/12/26(19:00)
"2021-12-27",108,-7.6,-12.9,-3.9,134158,103554,90708,12846,14.2,2021/12/27(17:00)
"2021-12-28",108,-4.1,-8.5,-0.9,134158,101789,88717,13072,14.7,2021/12/28(10:00)
"2021-12-29",108,0.4,-3.8,5.9,134158,103867,85966,17901,20.8,2021/12/29(10:00)
"2021-12-30",108,-3.9,-6.8,0.2,134158,105343,84564,20779,24.6,2021/12/30(17:00)
"2021-12-31",108,-6.7,-8.8,-3.9,134158,105752,81748,24004,29.4,2021/12/31(09:00)
"2022-01-01",108,-4.3,-10.2,2.3,134020,101222,67369,33853,50.3,2022/01/01(01:00)
"2022-01-02",108,-1.3,-5.2,3,134020,103896,68173,35723,52.4,2022/01/02(19:00)
"2022-01-03",108,-1.9,-8,2.5,134020,107391,85196,22195,26.1,2022/01/03(17:00)
"2022-01-04",108,-2.5,-5.6,1,134020,106705,85161,21544,25.3,2022/01/04(09:00)
"2022-01-05",108,-2.8,-7.8,1.9,134020,107631,89397,18234,20.4,2022/01/05(10:00)
"2022-01-06",108,-2.2,-5.9,3.3,134020,107486,84761,22725,26.8,2022/01/06(09:00)
"2022-01-07",108,-1.6,-5.9,4.5,134020,107169,85425,21744,25.5,2022/01/07(09:00)
"2022-01-08",108,0.3,-5,3.7,134020,102853,70793,32060,45.3,2022/01/08(09:00)
"2022-01-09",108,1.3,-1.2,5.6,134020,101437,67889,33548,49.4,2022/01/09(19:00)
"2022-01-10",108,0.5,-3.4,4.4,134020,104076,85301,18775,22,2022/01/10(10:00)
"2022-01-11",108,-7.4,-10.3,0.3,134020,107504,88103,19401,22,2022/01/11(17:00)
"2022-01-12",108,-7.7,-11.3,-3.4,134020,107063,88305,18758,21.2,2022/01/12(10:00)
"2022-01-13",108,-6.4,-8.9,-3.1,134020,107327,89115,18212,20.4,2022/01/13(17:00)
"2022-01-14",108,-4.8,-10.1,1.3,134020,106463,87278,19185,22,2022/01/14(09:00)
"2022-01-15",108,-1,-5.3,1.8,134020,99046,71585,27461,38.4,2022/01/15(09:00)
"2022-01-16",108,-2,-7.2,2.4,134020,99043,70090,28953,41.3,2022/01/16(19:00)
"2022-01-17",108,-5.8,-9.2,0.1,134020,104610,87967,16643,18.9,2022/01/17(17:00)
"2022-01-18",108,-5.6,-9.9,-0.7,134020,104684,87579,17105,19.5,2022/01/18(09:00)
"2022-01-19",108,-5.3,-7.7,-2.7,134020,104860,88076,16784,19.1,2022/01/19(17:00)
"2022-01-20",108,-5,-9.8,0.9,134020,105164,87884,17280,19.7,2022/01/20(10:00)
"2022-01-21",108,-2.7,-8.7,4.6,134020,104526,86522,18004,20.8,2022/01/21(09:00)
"2022-01-22",108,0.3,-5,7.1,134020,99165,72105,27060,37.5,2022/01/22(09:00)
"2022-01-23",108,2,-0.6,6.7,134020,100014,67726,32288,47.7,2022/01/23(19:00)
"2022-01-24",108,4.6,1.3,8.4,134020,103205,83085,20120,24.2,2022/01/24(10:00)
"2022-01-25",108,2.8,1.9,4.5,134123,102737,86241,16496,19.1,2022/01/25(11:00)
"2022-01-26",108,1.3,-1.9,6.8,134123,103430,82984,20446,24.6,2022/01/26(10:00)
"2022-01-27",108,-1.1,-4.6,4,134123,103391,82938,20453,24.7,2022/01/27(09:00)
"2022-01-28",108,-2.7,-5.9,2.1,134123,104633,82283,22350,27.2,2022/01/28(09:00)
"2022-01-29",108,-3.6,-7.2,0.9,134123,98753,68009,30744,45.2,2022/01/29(19:00)
"2022-01-30",108,-2.8,-8,2.4,134123,95905,65026,30879,47.5,2022/01/30(19:00)
"2022-01-31",108,-0.7,-6.8,4.8,134123,95850,61339,34511,56.3,2022/01/31(01:00)
"2022-02-01",108,-1.3,-2.7,0.9,133069,97064,59840,37224,62.2,2022/02/01(23:00)
"2022-02-02",108,-3.4,-6,0,133069,99458,63795,35663,55.9,2022/02/02(19:00)
"2022-02-03",108,-3.4,-6.9,0.4,133069,102205,78841,23364,29.6,2022/02/03(18:00)
"2022-02-04",108,-5.2,-8.2,-0.7,133069,102340,82614,19726,23.9,2022/02/04(17:00)
"2022-02-05",108,-6.6,-9.7,-2,133069,100908,73089,27819,38.1,2022/02/05(19:00)
"2022-02-06",108,-3.9,-8.4,1.7,133069,100922,69718,31204,44.8,2022/02/06(19:00)
"2022-02-07",108,-2.5,-7.3,1.9,133069,100103,87351,12752,14.6,2022/02/07(17:00)
"2022-02-08",108,-0.1,-4.1,5.6,133069,102163,85352,16811,19.7,2022/02/08(10:00)
"2022-02-09",108,1,-4.3,7.2,133069,101527,83819,17708,21.1,2022/02/09(09:00)
"2022-02-10",108,1.4,-3.2,6.7,133069,103674,81626,22048,27,2022/02/10(09:00)
"2022-02-11",108,2.9,-2.6,8.8,133069,102618,81928,20690,25.3,2022/02/11(09:00)
"2022-02-12",108,4.8,-0.1,10.4,133069,100573,67542,33031,48.9,2022/02/12(09:00)
"2022-02-13",108,4.8,1.6,9.5,133069,100238,65396,34842,53.3,2022/02/13(20:00)
"2022-02-14",108,2.5,-1.3,8.1,133069,103073,79225,23848,30.1,2022/02/14(10:00)
"2022-02-15",108,-4.7,-7.7,-1.3,133069,104682,83893,20789,24.8,2022/02/15(10:00)
"2022-02-16",108,-7.3,-9.6,-4.1,133069,103942,86687,17255,19.9,2022/02/16(10:00)
"2022-02-17",108,-6.2,-10.7,-0.5,133069,103184,86434,16750,19.4,2022/02/17(10:00)
"2022-02-18",108,-1.2,-8,5.7,133069,100716,84164,16552,19.7,2022/02/18(09:00)
"2022-02-19",108,-1.7,-6.2,3.7,133069,98848,70632,28216,39.9,2022/02/19(11:00)
"2022-02-20",108,-4.8,-8.4,-0.5,133069,96907,69627,27280,39.2,2022/02/20(20:00)
"2022-02-21",108,-3,-8.1,3.6,133069,97347,82900,14447,17.4,2022/02/21(17:00)
"2022-02-22",108,-4.5,-8,0.5,133069,96702,83248,13454,16.2,2022/02/22(19:00)
"2022-02-23",108,-5.6,-10,-0.6,133069,98038,85489,12549,14.7,2022/02/23(10:00)
"2022-02-24",108,-2.4,-8.5,3.7,133069,97557,83453,14104,16.9,2022/02/24(09:00)
"2022-02-25",108,3,-3.6,8.4,133069,98432,80824,17608,21.8,2022/02/25(09:00)
"2022-02-26",108,5.4,1,9.3,133069,97176,67374,29802,44.2,2022/02/26(01:00)
"2022-02-27",108,3.7,-1.6,9.1,133069,95229,64965,30264,46.6,2022/02/27(20:00)
"2022-02-28",108,6.8,2.7,11.5,133069,91911,73959,17952,24.3,2022/02/28(09:00)
"2022-03-01",108,5.8,0.3,9.7,133069,92392,69920,22472,32.1,2022/03/01(20:00)
"2022-03-02",108,3.5,-2.3,8.8,133069,93798,77502,16296,21,2022/03/02(09:00)
"2022-03-03",108,5.8,0.9,12.4,133069,91888,77182,14706,19.1,2022/03/03(09:00)
"2022-03-04",108,6.9,0.6,14.6,133069,89526,78189,11337,14.5,2022/03/04(09:00)
"2022-03-05",108,2.3,-0.7,6.7,133069,82102,66375,15727,23.7,2022/03/05(20:00)
"2022-03-06",108,1.4,-3,6.8,133069,81233,64675,16558,25.6,2022/03/06(20:00)
"2022-03-07",108,2.8,-2.7,8.7,133069,88990,77345,11645,15.1,2022/03/07(10:00)
"2022-03-08",108,6,1.1,12.3,133561,90369,76762,13607,17.7,2022/03/08(09:00)
"2022-03-09",108,7.1,1.7,14.8,133561,92928,67781,25147,37.1,2022/03/09(20:00)
"2022-03-10",108,9.3,4.2,15.8,133561,93595,73841,19754,26.8,2022/03/10(09:00)
"2022-03-11",108,11.2,5.1,18.4,133561,91552,74509,17043,22.9,2022/03/11(10:00)
"2022-03-12",108,12.8,6.3,19.5,133561,83382,62114,21268,34.2,2022/03/12(20:00)
"2022-03-13",108,11.7,10.7,12.6,133561,83055,61436,21619,35.2,2022/03/13(20:00)
"2022-03-14",108,8.2,4.9,13.2,133561,91813,76789,15024,19.6,2022/03/14(15:00)
"2022-03-15",108,7.2,2.3,13.3,133561,92568,71988,20580,28.6,2022/03/15(19:00)
"2022-03-16",108,10.3,3.6,16.8,133561,87501,70966,16535,23.3,2022/03/16(09:00)
"2022-03-17",108,10.7,7.8,15.1,133561,87346,75585,11761,15.6,2022/03/17(10:00)
"2022-03-18",108,7.5,5.5,9.6,133561,89903,76980,12923,16.8,2022/03/18(10:00)
"2022-03-19",108,3.4,0.9,6.1,133561,84686,66838,17848,26.7,2022/03/19(11:00)
"2022-03-20",108,5.4,2.2,9.3,133561,83653,62882,20771,33,2022/03/20(20:00)
"2022-03-21",108,5,-0.3,10.9,133561,86078,74381,11697,15.7,2022/03/21(17:00)
"2022-03-22",108,7.1,1.1,13.6,133561,86161,73197,12964,17.7,2022/03/22(20:00)
"2022-03-23",108,6.2,4.9,8.2,133561,89033,78233,10800,13.8,2022/03/23(10:00)
"2022-03-24",108,8.2,3.9,12.4,133561,83716,73156,10560,14.4,2022/03/24(09:00)
"2022-03-25",108,12,6.3,17.2,133561,84019,71135,12884,18.1,2022/03/25(09:00)
"2022-03-26",108,11.8,9.5,14.7,133561,78264,62291,15973,25.6,2022/03/26(10:00)
"2022-03-27",108,8.1,5,12.6,133561,81196,60623,20573,33.9,2022/03/27(20:00)
"2022-03-28",108,8.2,1.5,15.1,133561,83826,70765,13061,18.5,2022/03/28(20:00)
"2022-03-29",108,9.7,3.3,15.6,133561,83223,70311,12912,18.4,2022/03/29(20:00)
"2022-03-30",108,10.8,5.9,15.7,133561,83144,71112,12032,16.9,2022/03/30(17:00)
"2022-03-31",108,10.9,7.6,14.7,133561,83397,70618,12779,18.1,2022/03/31(20:00)
"2022-04-01",108,9.2,4.5,14.9,133561,86929,68838,18091,26.3,2022/04/01(20:00)
"2022-04-02",108,8.2,3.7,14.2,133561,81417,61732,19685,31.9,2022/04/02(20:00)
"2022-04-03",108,9.6,3.5,17,133561,81121,60331,20790,34.5,2022/04/03(21:00)
"2022-04-04",108,10.3,5.1,16.4,133561,84320,69891,14429,20.6,2022/04/04(20:00)
"2022-04-05",108,10.3,4.9,15.8,133561,84085,70446,13639,19.4,2022/04/05(20:00)
"2022-04-06",108,11.7,8,17,133561,83820,69222,14598,21.1,2022/04/06(20:00)
"2022-04-07",108,10.9,7.4,15.7,133561,84039,69860,14179,20.3,2022/04/07(20:00)
"2022-04-08",108,12.9,5.1,20,133680,84389,67293,17096,25.4,2022/04/08(20:00)
"2022-04-09",108,17.8,12.4,24.2,133680,78558,60137,18421,30.6,2022/04/09(20:00)
"2022-04-10",108,18.2,12.7,25.1,133680,79188,58490,20698,35.4,2022/04/10(20:00)
"2022-04-11",108,19.6,13.4,26.6,133680,83037,68821,14216,20.7,2022/04/11(20:00)
"2022-04-12",108,19.3,15.9,26.4,133680,84159,69958,14201,20.3,2022/04/12(19:00)
"2022-04-13",108,13.1,12,15.9,133680,84457,71879,12578,17.5,2022/04/13(17:00)
"2022-04-14",108,13.2,11.4,15.3,133680,84050,71334,12716,17.8,2022/04/14(10:00)
"2022-04-15",108,13.3,7.5,19.3,133680,83940,67132,16808,25,2022/04/15(20:00)
"2022-04-16",108,13.2,7.1,20.2,133680,77102,59944,17158,28.6,2022/04/16(20:00)
"2022-04-17",108,14,7.2,21.9,133680,77578,58749,18829,32,2022/04/17(21:00)
"2022-04-18",108,15.2,11.4,21.6,133680,80747,67906,12841,18.9,2022/04/18(20:00)
"2022-04-19",108,15.2,8.9,22.1,133680,82152,68498,13654,19.9,2022/04/19(20:00)
"2022-04-20",108,15.7,9.7,22.1,133680,82087,67702,14385,21.2,2022/04/20(20:00)
"2022-04-21",108,16.3,9.6,22.7,133680,82006,68547,13459,19.6,2022/04/21(20:00)
"2022-04-22",108,15,13.2,16.8,133680,82377,67015,15362,22.9,2022/04/22(20:00)
"2022-04-23",108,17.7,10.4,25.3,133680,77509,58909,18600,31.6,2022/04/23(20:00)
"2022-04-24",108,18.5,15,24.5,133680,77599,58501,19098,32.6,2022/04/24(20:00)
"2022-04-25",108,20,17,23.6,133680,82516,69646,12870,18.5,2022/04/25(17:00)
"2022-04-26",108,21.9,17,28.7,133680,81625,69997,11628,16.6,2022/04/26(17:00)
"2022-04-27",108,17.7,12.6,23.9,133680,83673,67404,16269,24.1,2022/04/27(20:00)
"2022-04-28",108,18.2,11.6,25.9,133680,82861,68086,14775,21.7,2022/04/28(20:00)
"2022-04-29",108,13.4,10.7,16.5,133680,83895,67684,16211,24,2022/04/29(09:00)
"2022-04-30",108,13,10.5,17.8,133680,81336,58925,22411,38,2022/04/30(21:00)
"2022-05-01",108,13.4,7.9,19.2,133680,80599,57624,22975,39.9,2022/05/01(21:00)
"2022-05-02",108,14.2,9.1,19.4,133680,84804,67357,17447,25.9,2022/05/02(20:00)
"2022-05-03",108,14.8,9.1,20.8,133680,85122,68221,16901,24.8,2022/05/03(20:00)
"2022-05-04",108,17.8,10,25.2,133917,84671,66896,17775,26.6,2022/05/04(20:00)
"2022-05-05",108,18.9,12.5,25.8,133917,82440,62398,20042,32.1,2022/05/05(21:00)
"2022-05-06",108,19.6,13.7,25.6,133917,83815,65275,18540,28.4,2022/05/06(20:00)
"2022-05-07",108,18.4,15.3,23.1,133917,74588,58240,16348,28.1,2022/05/07(21:00)
"2022-05-08",108,15.3,11.7,18.2,133917,78693,57573,21120,36.7,2022/05/08(21:00)
"2022-05-09",108,17.9,11,25.3,133917,82664,68295,14369,21,2022/05/09(20:00)
"2022-05-10",108,19.9,13.6,26.3,133917,81916,68449,13467,19.7,2022/05/10(20:00)
"2022-05-11",108,19.7,16.6,25.2,133917,82127,69284,12843,18.5,2022/05/11(18:00)
"2022-05-12",108,20.9,14.1,28.1,133917,78815,69519,9296,13.4,2022/05/12(20:00)
"2022-05-13",108,19.4,15,25.2,133917,81648,70215,11433,16.3,2022/05/13(15:00)
"2022-05-14",108,15.7,11.9,20,133917,77018,59523,17495,29.4,2022/05/14(21:00)
"2022-05-15",108,16.2,10.5,22.4,133917,80194,58322,21872,37.5,2022/05/15(21:00)
"2022-05-16",108,17.3,10.9,23.7,133917,81117,68158,12959,19,2022/05/16(20:00)
"2022-05-17",108,20,13,27.4,133917,78740,69598,9142,13.1,2022/05/17(20:00)
"2022-05-18",108,20,15.7,25.4,133917,80022,69000,11022,16,2022/05/18(19:00)
"2022-05-19",108,19.9,16.1,24.2,133917,78739,68981,9758,14.1,2022/05/19(20:00)
"2022-05-20",108,20.6,15.6,25.8,133917,78019,68019,10000,14.7,2022/05/20(20:00)
"2022-05-21",108,20.1,16.1,26,133917,73392,60962,12430,20.4,2022/05/21(21:00)
"2022-05-22",108,20.3,15.7,25.8,133917,77792,60230,17562,29.2,2022/05/22(21:00)
"2022-05-23",108,23,17.8,30.7,133917,81075,72122,8953,12.4,2022/05/23(17:00)
"2022-05-24",108,22.9,16.7,30.2,133917,81847,72576,9271,12.8,2022/05/24(18:00)
"2022-05-25",108,21,16.7,26.7,133917,82910,72539,10371,14.3,2022/05/25(17:00)
"2022-05-26",108,18.7,14.1,23.5,133917,82378,69479,12899,18.6,2022/05/26(19:00)
"2022-05-27",108,20,16,25.6,133917,82016,68961,13055,18.9,2022/05/27(19:00)
"2022-05-28",108,22.3,15,29.3,133917,76955,61733,15222,24.7,2022/05/28(21:00)
"2022-05-29",108,23.1,19.3,29.7,133917,79357,60948,18409,30.2,2022/05/29(21:00)
"2022-05-30",108,20.8,17.2,24.7,133917,84474,73134,11340,15.5,2022/05/30(17:00)
"2022-05-31",108,20.7,14.2,27.2,133917,84553,69888,14665,21,2022/05/31(18:00)
"2022-06-01",108,22.1,16.2,28.6,134186,79189,64790,14399,22.2,2022/06/01(20:00)
"2022-06-02",108,21.5,17.1,26.9,134186,83606,71717,11889,16.6,2022/06/02(18:00)
"2022-06-03",108,24.5,18.7,32.6,134186,84094,72128,11966,16.6,2022/06/03(17:00)
"2022-06-04",108,25.6,20.3,29.7,134186,82590,62408,20182,32.3,2022/06/04(21:00)
"2022-06-05",108,22.7,20.2,27,134186,80301,58600,21701,37,2022/06/05(20:00)
"2022-06-06",108,19.7,16.7,24.5,134186,83093,61814,21279,34.4,2022/06/06(21:00)
"2022-06-07",108,20.6,15.1,25.1,134186,85109,70522,14587,20.7,2022/06/07(17:00)
"2022-06-08",108,21.2,16.2,25.8,134060,85703,68480,17223,25.2,2022/06/08(20:00)
"2022-06-09",108,20.9,18.5,24.5,134060,86254,69993,16261,23.2,2022/06/09(18:00)
"2022-06-10",108,20.9,17.2,26.6,134060,85397,71317,14080,19.7,2022/06/10(17:00)
"2022-06-11",108,24.6,17.7,32.7,134060,81919,62034,19885,32.1,2022/06/11(21:00)
"2022-06-12",108,24.6,18.9,31.5,134060,82389,61303,21086,34.4,2022/06/12(21:00)
"2022-06-13",108,23.6,19.6,29.2,134060,87376,71248,16128,22.6,2022/06/13(18:00)
"2022-06-14",108,21.5,17.7,27.1,134060,86350,71477,14873,20.8,2022/06/14(17:00)
"2022-06-15",108,17.5,14.9,20.1,134066,85748,69275,16473,23.8,2022/06/15(18:00)
"2022-06-16",108,20.3,17.6,24.8,134066,85906,70925,14981,21.1,2022/06/16(19:00)
"2022-06-17",108,22.5,16.5,28.1,134066,87896,73461,14435,19.6,2022/06/17(17:00)
"2022-06-18",108,23.3,22,25.1,134066,85104,64277,20827,32.4,2022/06/18(20:00)
"2022-06-19",108,23.4,22.3,25.1,134066,85859,64404,21455,33.3,2022/06/19(21:00)
"2022-06-20",108,25.2,22,29,134066,87774,77816,9958,12.8,2022/06/20(18:00)
"2022-06-21",108,26.5,21.2,32.6,134066,91094,81164,9930,12.2,2022/06/21(17:00)
"2022-06-22",108,25.9,21.9,31,134092,91108,80941,10167,12.6,2022/06/22(17:00)
"2022-06-23",108,24.3,23.3,26.4,134092,91404,83449,7955,9.5,2022/06/23(15:00)
"2022-06-24",108,22.6,20.6,24.9,134092,92119,76118,16001,21,2022/06/24(17:00)
"2022-06-25",108,26,21.5,30.5,134092,84436,69554,14882,21.4,2022/06/25(20:00)
"2022-06-26",108,26.5,24.8,28.1,134092,86439,68906,17533,25.4,2022/06/26(21:00)
"2022-06-27",108,26.8,25.4,28.1,134092,94364,84739,9625,11.4,2022/06/27(17:00)
"2022-06-28",108,26.9,25.7,27.9,134092,93797,84057,9740,11.6,2022/06/28(17:00)
"2022-06-29",108,25.1,24.4,26.1,134237,95432,84492,10940,12.9,2022/06/29(17:00)
"2022-06-30",108,22.3,21.2,24.5,134237,93599,82731,10868,13.1,2022/06/30(17:00)
"2022-07-01",108,26.6,21.9,30.9,134237,93231,83309,9922,11.9,2022/07/01(18:00)
"2022-07-02",108,28.8,24,33.8,134237,88500,74974,13526,18,2022/07/02(20:00)
"2022-07-03",108,29.3,24.4,34.2,134237,87495,74464,13031,17.5,2022/07/03(20:00)
"2022-07-04",108,29.3,26.4,32.6,134237,99188,89337,9851,11,2022/07/04(17:00)
"2022-07-05",108,29.2,26.7,33.1,134237,99463,90855,8608,9.5,2022/07/05(17:00)
"2022-07-06",108,29.5,26.2,33.3,134239,99959,91938,8021,8.7,2022/07/06(18:00)
"2022-07-07",108,28.2,26.4,31,134239,99716,92990,6726,7.2,2022/07/07(17:00)
"2022-07-08",108,25.8,24,27.9,134239,99997,86475,13522,15.6,2022/07/08(17:00)
"2022-07-09",108,26.9,24,30.9,134239,96076,75216,20860,27.7,2022/07/09(20:00)
"2022-07-10",108,29.2,24.6,35.1,134239,96494,75168,21326,28.4,2022/07/10(20:00)
"2022-07-11",108,27,24.7,30.6,134239,100015,86943,13072,15,2022/07/11(17:00)
"2022-07-12",108,26.8,23.2,29.4,134239,99071,87250,11821,13.5,2022/07/12(17:00)
"2022-07-13",108,25,24,27.1,134266,100299,85034,15265,18,2022/07/13(15:00)
"2022-07-14",108,25.7,23.3,29.9,134266,100515,85530,14985,17.5,2022/07/14(18:00)
"2022-07-15",108,26,23,30.3,134266,100653,83272,17381,20.9,2022/07/15(17:00)
"2022-07-16",108,24.8,23.2,28.2,134266,96946,71327,25619,35.9,2022/07/16(20:00)
"2022-07-17",108,25.5,22.5,29.7,134266,96711,70356,26355,37.5,2022/07/17(21:00)
"2022-07-18",108,26.8,23.1,30.1,134266,97680,83578,14102,16.9,2022/07/18(15:00)
"2022-07-19",108,27.4,24.3,31.1,134266,99472,84631,14841,17.5,2022/07/19(18:00)
"2022-07-20",108,27.1,24.3,30.4,134269,99728,85756,13972,16.3,2022/07/20(18:00)
"2022-07-21",108,23.2,20.8,25.2,134269,99835,82156,17679,21.5,2022/07/21(15:00)
"2022-07-22",108,25.1,22.9,27.5,134269,100057,80509,19548,24.3,2022/07/22(17:00)
"2022-07-23",108,24.8,22.3,28,134269,96461,70266,26195,37.3,2022/07/23(20:00)
"2022-07-24",108,25,22,28.4,134269,96305,69817,26488,37.9,2022/07/24(20:00)
"2022-07-25",108,27.5,23.6,32,134269,99610,84338,15272,18.1,2022/07/25(18:00)
"2022-07-26",108,28.9,24.4,33.1,134269,100295,87347,12948,14.8,2022/07/26(18:00)
"2022-07-27",108,29.3,26.4,33.4,134291,100687,85507,15180,17.8,2022/07/27(18:00)
"2022-07-28",108,29.7,25.1,34.4,134291,100467,87405,13062,14.9,2022/07/28(18:00)
"2022-07-29",108,30.7,27.3,34.3,134291,101383,87601,13782,15.7,2022/07/29(17:00)
"2022-07-30",108,30.9,27.3,36.1,134291,96642,76651,19991,26.1,2022/07/30(20:00)
"2022-07-31",108,27.2,25.4,29,134291,97211,72224,24987,34.6,2022/07/31(20:00)
"2022-08-01",108,28.6,25.4,32.4,134291,99761,80055,19706,24.6,2022/08/01(18:00)
"2022-08-02",108,26.8,25.5,28.5,134291,99741,77981,21760,27.9,2022/08/02(20:00)
"2022-08-03",108,27.1,25.2,30,134417,100831,81174,19657,24.2,2022/08/03(18:00)
"2022-08-04",108,28.9,26,32.9,134417,101790,85866,15924,18.5,2022/08/04(18:00)
