Date,Location,Average,Lowest,Heigest,Capacity(ins),Capacity(Power),Max Power,Power Reserve,Power Reserve Ratio(%),Max Power Time
"2015-11-10",108,10,7.7,13.5,97476,82102,65234,16868,25.9,2015/11/10(19:00)
"2015-11-11",108,11.6,6.6,17.7,97476,81643,64221,17422,27.1,2015/11/11(10:00)
"2015-11-12",108,14.5,10.2,21,97476,83048,64451,18597,28.9,2015/11/12(19:00)
"2015-11-13",108,11.5,10.5,13.1,97476,82613,66214,16399,24.8,2015/11/13(11:00)
"2015-11-14",108,12.8,11,14.2,97476,78775,57776,20999,36.3,2015/11/14(11:00)
"2015-11-15",108,13.4,10.6,17.2,97476,75023,54480,20543,37.7,2015/11/15(23:00)
"2015-11-16",108,12.2,10.7,14,97476,81378,65914,15464,23.5,2015/11/16(18:00)
"2015-11-17",108,13.9,11,19.3,97476,81452,65056,16396,25.2,2015/11/17(11:00)
"2015-11-18",108,10.4,8.4,12.6,97476,81932,66812,15120,22.6,2015/11/18(17:00)
"2015-11-19",108,8.9,6.7,10.8,97476,82445,66358,16087,24.2,2015/11/19(18:00)
"2015-11-20",108,9.8,7.1,14.4,97476,82380,65527,16853,25.7,2015/11/20(10:00)
"2015-11-21",108,9.2,5,15.4,97476,78079,58603,19476,33.2,2015/11/21(11:00)
"2015-11-22",108,10.2,5.9,15.7,97476,76676,54692,21984,40.2,2015/11/22(23:00)
"2015-11-23",108,8.5,6.5,11,97476,83739,66940,16799,25.1,2015/11/23(18:00)
"2015-11-24",108,5.6,2.7,8.8,97649,84583,67791,16792,24.8,2015/11/24(18:00)
"2015-11-25",108,2.4,0.9,5.3,97649,84776,70103,14673,20.9,2015/11/25(11:00)
"2015-11-26",108,-2.7,-4.8,0.9,97649,87156,73301,13855,18.9,2015/11/26(18:00)
"2015-11-27",108,-2.8,-7.3,2,97649,87180,73965,13215,17.9,2015/11/27(11:00)
"2015-11-28",108,0.1,-2.7,2.6,97649,80131,63822,16309,25.6,2015/11/28(11:00)
"2015-11-29",108,2.5,1,3.9,97649,76811,58656,18155,31,2015/11/29(01:00)
"2015-11-30",108,4.1,0.9,8.5,97649,86474,70678,15796,22.3,2015/11/30(10:00)
"2015-12-01",108,4,-1.3,10.4,97649,87826,72117,15709,21.8,2015/12/01(10:00)
"2015-12-02",108,6,2.9,8.5,97649,88032,71955,16077,22.3,2015/12/02(11:00)
"2015-12-03",108,-0.7,-3.2,3.3,97649,91101,74781,16320,21.8,2015/12/03(10:00)
"2015-12-04",108,-0.4,-4.4,3.1,97649,87385,74655,12730,17.1,2015/12/04(10:00)
"2015-12-05",108,3.4,0.6,7.2,97649,82735,62921,19814,31.5,2015/12/05(11:00)
"2015-12-06",108,1.3,-2,7.8,97649,83940,59924,24016,40.1,2015/12/06(24:00)
"2015-12-07",108,1.9,-3.4,6.7,97649,86035,73760,12275,16.6,2015/12/07(10:00)
"2015-12-08",108,2.9,-1.4,9.6,97649,86628,73169,13459,18.4,2015/12/08(10:00)
"2015-12-09",108,5,-0.8,10.9,97649,86975,73300,13675,18.7,2015/12/09(10:00)
"2015-12-10",108,7.8,5.8,9.2,97649,86861,72052,14809,20.6,2015/12/10(11:00)
"2015-12-11",108,6.4,3.3,12.2,97649,86897,71554,15343,21.4,2015/12/11(10:00)
"2015-12-12",108,5.2,1.1,11,97649,84692,61903,22789,36.8,2015/12/12(11:00)
"2015-12-13",108,5.2,0.9,12.2,97649,84224,58055,26169,45.1,2015/12/13(24:00)
"2015-12-14",108,5,2.6,6.4,97649,86639,71845,14794,20.6,2015/12/14(11:00)
"2015-12-15",108,4.7,2,8.2,97649,86324,71928,14396,20,2015/12/15(10:00)
"2015-12-16",108,-1,-5,2.8,97649,87330,73369,13961,19,2015/12/16(10:00)
"2015-12-17",108,-4.6,-7.4,-0.4,97649,87841,76340,11501,15.1,2015/12/17(10:00)
"2015-12-18",108,-3.3,-7,-1,97649,89191,77282,11909,15.4,2015/12/18(10:00)
"2015-12-19",108,-0.1,-4.6,6.8,97649,88888,65145,23743,36.4,2015/12/19(11:00)
"2015-12-20",108,1.5,-3.4,6,97649,89053,60678,28375,46.8,2015/12/20(01:00)
"2015-12-21",108,2.2,-0.2,5,97649,91650,75526,16124,21.3,2015/12/21(11:00)
"2015-12-22",108,3.1,-1.5,7.7,97649,91101,74781,16320,21.8,2015/12/22(10:00)
"2015-12-23",108,5.9,2.9,10.6,97649,90339,72896,17443,23.9,2015/12/23(10:00)
"2015-12-24",108,1.5,-1.6,5.3,97649,91827,72706,19121,26.3,2015/12/24(10:00)
"2015-12-25",108,-0.8,-4.9,3.7,97649,90707,62658,28049,44.8,2015/12/25(24:00)
"2015-12-26",108,0.9,-3.2,4.7,97649,91013,61301,29712,48.5,2015/12/26(24:00)
"2015-12-27",108,-5.7,-8.9,-1,97649,89152,61544,27608,44.9,2015/12/27(24:00)
"2015-12-28",108,-5.7,-9.5,-1,97649,91740,75834,15906,21,2015/12/28(10:00)
"2015-12-29",108,-3.2,-8.7,2.9,97649,92413,76087,16326,21.5,2015/12/29(10:00)
"2015-12-30",108,0.3,-3.5,4.3,97649,92185,74257,17928,24.1,2015/12/30(10:00)
"2015-12-31",108,0.7,-1.9,2.8,97649,90899,69887,21012,30.1,2015/12/31(10:00)
"2016-01-01",108,1.2,-3.3,4,97553,90203,59662,30541,51.2,2016/01/01(01:00)
"2016-01-02",108,5.7,1,9.5,97553,89449,58562,30887,52.7,2016/01/02(24:00)
"2016-01-03",108,6.5,5.1,9.4,97553,90033,58280,31753,54.5,2016/01/03(24:00)
"2016-01-04",108,2,-2.5,5.3,97553,91005,71516,19489,27.3,2016/01/04(10:00)
"2016-01-05",108,-2.7,-4.8,1.5,97553,91944,76909,15035,19.5,2016/01/05(11:00)
"2016-01-06",108,-1.7,-4.9,1.7,97553,91498,76602,14896,19.4,2016/01/06(10:00)
"2016-01-07",108,-3.4,-5.9,1.4,97553,94730,76531,18199,23.8,2016/01/07(10:00)
"2016-01-08",108,-3.3,-6.9,1,97553,93845,76982,16863,21.9,2016/01/08(10:00)
"2016-01-09",108,-2.1,-6.2,2.4,97553,93863,66036,27827,42.1,2016/01/09(11:00)
"2016-01-10",108,0.3,-2.7,3.8,97553,94012,61698,32314,52.4,2016/01/10(24:00)
"2016-01-11",108,-3.8,-6.5,0.9,97553,94970,76764,18206,23.7,2016/01/11(10:00)
"2016-01-12",108,-5.2,-9.1,0.7,97553,95128,78291,16837,21.5,2016/01/12(10:00)
"2016-01-13",108,-4.5,-8.2,0.1,97553,95050,78819,16231,20.6,2016/01/13(10:00)
"2016-01-14",108,-3.4,-8.4,1.3,97553,94597,78269,16328,20.9,2016/01/14(10:00)
"2016-01-15",108,-0.4,-4.3,5.3,97553,93817,77494,16323,21.1,2016/01/15(10:00)
"2016-01-16",108,-0.2,-2.1,2.8,98190,90209,66852,23357,34.9,2016/01/16(11:00)
"2016-01-17",108,1.7,-0.7,5.4,98190,91948,61528,30420,49.4,2016/01/17(24:00)
"2016-01-18",108,-6.3,-12.3,0.4,98190,95589,78462,17127,21.8,2016/01/18(18:00)
"2016-01-19",108,-12.8,-15.1,-8.9,98190,95511,82123,13388,16.3,2016/01/19(11:00)
"2016-01-20",108,-10.5,-14.5,-5.2,98190,94868,81861,13007,15.9,2016/01/20(11:00)
"2016-01-21",108,-7.1,-10.2,-2.3,98190,94793,82972,11821,14.2,2016/01/21(11:00)
"2016-01-22",108,-7.6,-11.1,-3.8,98190,94529,80802,13727,17,2016/01/22(11:00)
"2016-01-23",108,-11.5,-16,-8.3,98190,93437,71326,22111,31,2016/01/23(11:00)
"2016-01-24",108,-14.4,-18,-10.5,98190,92052,67807,24245,35.8,2016/01/24(24:00)
"2016-01-25",108,-9.4,-14.3,-3.4,98190,93248,82811,10437,12.6,2016/01/25(11:00)
"2016-01-26",108,-3.3,-8.5,1.7,98190,93157,81877,11280,13.8,2016/01/26(11:00)
"2016-01-27",108,-1.1,-4.7,4.3,98190,92222,79191,13031,16.5,2016/01/27(11:00)
"2016-01-28",108,-0.5,-5.6,3.5,98190,93706,80274,13432,16.7,2016/01/28(11:00)
"2016-01-29",108,1.9,-1.4,5.4,98190,93196,78730,14466,18.4,2016/01/29(11:00)
"2016-01-30",108,0.6,-2.5,5.2,98190,88397,67071,21326,31.8,2016/01/30(11:00)
"2016-01-31",108,-3.9,-6.5,0.3,98190,92631,63782,28849,45.2,2016/01/31(24:00)
"2016-02-01",108,-6,-9.1,-1,98190,93179,79041,14138,17.9,2016/02/01(11:00)
"2016-02-02",108,-5.3,-10,0.9,98190,93809,80020,13789,17.2,2016/02/02(10:00)
"2016-02-03",108,-2.4,-8.3,4,98190,92743,79833,12910,16.2,2016/02/03(10:00)
"2016-02-04",108,-0.7,-4,3.9,98190,93417,78046,15371,19.7,2016/02/04(10:00)
"2016-02-05",108,-2.2,-6.8,3.4,98190,93589,76775,16814,21.9,2016/02/05(10:00)
"2016-02-06",108,-3.1,-6.2,2,98190,88569,64785,23784,36.7,2016/02/06(01:00)
"2016-02-07",108,-2.9,-8.3,3.5,98190,85242,60053,25189,41.9,2016/02/07(01:00)
"2016-02-08",108,1.3,-4.3,5.5,98190,85210,54354,30856,56.8,2016/02/08(01:00)
"2016-02-09",108,0.3,-3.9,5.5,98190,86697,56144,30553,54.4,2016/02/09(24:00)
"2016-02-10",108,2.7,-4.3,10.7,98190,89176,58442,30734,52.6,2016/02/10(24:00)
"2016-02-11",108,8.1,1.6,13.5,98190,93000,71422,21578,30.2,2016/02/11(11:00)
"2016-02-12",108,8.4,6.8,10,98190,88403,72165,16238,22.5,2016/02/12(11:00)
"2016-02-13",108,11,5.8,14.4,98190,85427,61690,23737,38.5,2016/02/13(11:00)
"2016-02-14",108,-2.6,-6.8,5.8,98190,87554,62099,25455,41,2016/02/14(24:00)
"2016-02-15",108,-5.8,-10,-2.3,98190,90405,76750,13655,17.8,2016/02/15(11:00)
"2016-02-16",108,-2.7,-6.7,1.1,98190,90441,77048,13393,17.4,2016/02/16(11:00)
"2016-02-17",108,0,-5.2,5.4,98190,89842,75386,14456,19.2,2016/02/17(10:00)
"2016-02-18",108,3.5,-1.4,7.8,98190,90451,74491,15960,21.4,2016/02/18(11:00)
"2016-02-19",108,2.3,0.1,4.4,98190,90889,73525,17364,23.6,2016/02/19(11:00)
"2016-02-20",108,1.3,-2.5,6.3,98190,87494,63910,23584,36.9,2016/02/20(11:00)
"2016-02-21",108,-0.6,-4.2,4.4,98190,86329,61244,25085,41,2016/02/21(24:00)
"2016-02-22",108,1.1,-2.2,4.2,98190,91271,75055,16216,21.6,2016/02/22(11:00)
"2016-02-23",108,0.7,-4.5,4.5,98190,91110,73020,18090,24.8,2016/02/23(10:00)
"2016-02-24",108,-3,-6.8,2.2,98190,91005,74895,16110,21.5,2016/02/24(11:00)
"2016-02-25",108,-0.2,-5.8,5.7,98190,89978,74692,15286,20.5,2016/02/25(10:00)
"2016-02-26",108,2.2,-3.2,7.5,98190,88805,74143,14662,19.8,2016/02/26(10:00)
"2016-02-27",108,3.3,0.5,8.1,98190,85576,62835,22741,36.2,2016/02/27(11:00)
"2016-02-28",108,0.7,-2.6,6.9,98796,82309,60454,21855,36.2,2016/02/28(24:00)
"2016-02-29",108,-3.8,-5.9,-1.1,98796,87502,75081,12421,16.5,2016/02/29(11:00)
"2016-03-01",108,-2.7,-7.5,2.1,98796,85747,65659,20088,30.6,2016/03/01(24:00)
"2016-03-02",108,3.1,-2.2,8.1,98796,85097,75697,9400,12.4,2016/03/02(10:00)
"2016-03-03",108,8.1,4.4,13.9,98796,84410,73339,11071,15.1,2016/03/03(10:00)
"2016-03-04",108,13.2,6.4,20.3,98796,83372,71181,12191,17.1,2016/03/04(10:00)
"2016-03-05",108,11.3,9.1,13.5,98796,79847,61088,18759,30.7,2016/03/05(11:00)
"2016-03-06",108,7.9,4.3,12.9,98796,80856,56541,24315,43,2016/03/06(23:00)
"2016-03-07",108,8.1,4.8,12.2,98796,85296,68654,16642,24.2,2016/03/07(10:00)
"2016-03-08",108,2.7,-1.4,7,98796,84776,71496,13280,18.6,2016/03/08(11:00)
"2016-03-09",108,0.3,-2.7,5.3,98796,85282,73394,11888,16.2,2016/03/09(10:00)
"2016-03-10",108,-1.1,-4.3,3.1,98796,84830,73534,11296,15.4,2016/03/10(10:00)
"2016-03-11",108,-0.5,-5.5,4.6,98796,86383,73355,13028,17.8,2016/03/11(10:00)
"2016-03-12",108,2,-3.3,6.4,98796,80319,63026,17293,27.4,2016/03/12(11:00)
"2016-03-13",108,3.7,1.9,6.5,98796,81728,58472,23256,39.8,2016/03/13(24:00)
"2016-03-14",108,4.7,1.3,9.6,98796,85600,71811,13789,19.2,2016/03/14(10:00)
"2016-03-15",108,5.2,-1,12.4,98796,88001,71249,16752,23.5,2016/03/15(10:00)
"2016-03-16",108,7.5,2.7,13.8,98796,85861,70048,15813,22.6,2016/03/16(10:00)
"2016-03-17",108,9.3,2,14.7,98796,88176,68585,19591,28.6,2016/03/17(10:00)
"2016-03-18",108,13.4,8.8,20.1,98796,88762,68855,19907,28.9,2016/03/18(10:00)
"2016-03-19",108,11.4,6.6,18.1,98796,84259,58798,25461,43.3,2016/03/19(10:00)
"2016-03-20",108,10.6,4.9,17.5,98796,85864,55692,30172,54.2,2016/03/20(23:00)
"2016-03-21",108,9.9,5.5,16.1,98796,90330,65976,24354,36.9,2016/03/21(10:00)
"2016-03-22",108,8,3.5,13.8,98796,86880,66468,20412,30.7,2016/03/22(10:00)
"2016-03-23",108,8.2,3.8,13.8,98796,86797,66518,20279,30.5,2016/03/23(10:00)
"2016-03-24",108,7.2,1.6,12.7,98796,88005,67411,20594,30.5,2016/03/24(10:00)
"2016-03-25",108,7.1,2.1,12.6,98796,88950,67803,21147,31.2,2016/03/25(10:00)
"2016-03-26",108,6.5,2.1,12.6,98796,86163,59204,26959,45.5,2016/03/26(01:00)
"2016-03-27",108,7.2,2.2,13.1,98796,83309,56066,27243,48.6,2016/03/27(23:00)
"2016-03-28",108,9.8,2.3,17.4,98796,87978,66453,21525,32.4,2016/03/28(10:00)
"2016-03-29",108,11.3,7.6,17.1,98796,87122,66996,20126,30,2016/03/29(10:00)
"2016-03-30",108,11.5,7,18.3,98796,88014,65286,22728,34.8,2016/03/30(10:00)
"2016-03-31",108,13.5,6,21.4,98796,88016,65372,22644,34.6,2016/03/31(10:00)
"2016-04-01",108,15.3,7.3,23.8,98796,89366,63321,26045,41.1,2016/04/01(10:00)
"2016-04-02",108,15,9.6,21.7,98796,81090,56000,25090,44.8,2016/04/02(11:00)
"2016-04-03",108,10.7,8.2,12.7,98796,80805,54758,26047,47.6,2016/04/03(23:00)
"2016-04-04",108,12.3,5.1,19.8,98796,86308,64622,21686,33.6,2016/04/04(11:00)
"2016-04-05",108,11.4,5.9,18.1,98796,85987,63821,22166,34.7,2016/04/05(10:00)
"2016-04-06",108,14.4,6.6,22.9,98796,86168,63973,22195,34.7,2016/04/06(10:00)
"2016-04-07",108,14.1,10.5,20.6,98796,86048,65765,20283,30.8,2016/04/07(10:00)
"2016-04-08",108,11.1,7.8,18.7,98796,85758,64364,21394,33.2,2016/04/08(10:00)
"2016-04-09",108,10.7,7.4,14.1,98796,79445,56897,22548,39.6,2016/04/09(11:00)
"2016-04-10",108,13.4,9.3,20.7,98796,80722,53991,26731,49.5,2016/04/10(21:00)
"2016-04-11",108,12.5,5.7,19.4,98796,84966,63842,21124,33.1,2016/04/11(20:00)
"2016-04-12",108,14.1,10.3,19.4,98796,84871,63629,21242,33.4,2016/04/12(10:00)
"2016-04-13",108,15.6,11.4,21.4,98796,85256,61592,23664,38.4,2016/04/13(11:00)
"2016-04-14",108,12.4,9.3,18.6,98796,83922,64045,19877,31,2016/04/14(11:00)
"2016-04-15",108,15,8.1,23.1,98796,84266,62730,21536,34.3,2016/04/15(10:00)
"2016-04-16",108,14.9,9.8,20.7,98796,76726,56605,20121,35.5,2016/04/16(12:00)
"2016-04-17",108,10.8,8.3,14.5,98796,76164,53629,22535,42,2016/04/17(21:00)
"2016-04-18",108,11.2,7.1,18.6,98796,82442,63016,19426,30.8,2016/04/18(20:00)
"2016-04-19",108,12,6.5,19.2,98796,82269,63025,19244,30.5,2016/04/19(20:00)
"2016-04-20",108,14.3,10.1,20.9,98796,81465,63040,18425,29.2,2016/04/20(17:00)
"2016-04-21",108,13.5,10.3,16.9,98948,81849,65489,16360,25,2016/04/21(11:00)
"2016-04-22",108,13.5,10.1,18.6,98948,81163,62611,18552,29.6,2016/04/22(17:00)
"2016-04-23",108,13.5,7.8,19.8,98948,78138,56709,21429,37.8,2016/04/23(11:00)
"2016-04-24",108,15.5,8.1,23.7,98948,78123,53148,24975,47,2016/04/24(21:00)
"2016-04-25",108,17.2,10.2,25.3,98948,81817,61770,20047,32.5,2016/04/25(20:00)
"2016-04-26",108,21.1,12.1,29.6,98948,80954,63140,17814,28.2,2016/04/26(17:00)
"2016-04-27",108,17.2,14.5,20.7,98948,81832,64566,17266,26.7,2016/04/27(15:00)
"2016-04-28",108,17.2,12.4,23,98948,81851,62761,19090,30.4,2016/04/28(11:00)
"2016-04-29",108,16.2,10.9,22.6,98948,80891,61635,19256,31.2,2016/04/29(11:00)
"2016-04-30",108,15.9,10.8,20.4,98948,76444,54824,21620,39.4,2016/04/30(11:00)
"2016-05-01",108,18.8,12.2,26,98948,75485,52528,22957,43.7,2016/05/01(21:00)
"2016-05-02",108,21.1,16.5,28.4,98948,80915,63788,17127,26.8,2016/05/02(17:00)
"2016-05-03",108,12.9,8.9,17.6,98948,81749,64682,17067,26.4,2016/05/03(11:00)
"2016-05-04",108,15.7,10.2,20.6,98948,81780,60799,20981,34.5,2016/05/04(10:00)
"2016-05-05",108,18.9,10.2,26.9,98948,78957,56793,22164,39,2016/05/05(21:00)
"2016-05-06",108,16.3,13,18.6,98948,80494,57534,22960,39.9,2016/05/06(11:00)
"2016-05-07",108,16.5,10.7,22.6,98948,75354,53034,22320,42.1,2016/05/07(21:00)
"2016-05-08",108,19.4,11.6,26.8,98948,75249,52557,22692,43.2,2016/05/08(21:00)
"2016-05-09",108,20.2,16.3,25.4,98948,77645,63579,14066,22.1,2016/05/09(17:00)
"2016-05-10",108,14.5,12.5,18.1,98948,79134,64634,14500,22.4,2016/05/10(11:00)
"2016-05-11",108,16.4,10.4,23.5,98948,78974,62605,16369,26.1,2016/05/11(17:00)
"2016-05-12",108,17.8,12.1,24,98948,78180,63305,14875,23.5,2016/05/12(17:00)
"2016-05-13",108,18.6,12.7,25.4,98948,79581,63059,16522,26.2,2016/05/13(17:00)
"2016-05-14",108,20.2,15.1,26.9,98948,73290,55611,17679,31.8,2016/05/14(21:00)
"2016-05-15",108,17.4,12.3,24.2,98948,73973,53811,20162,37.5,2016/05/15(21:00)
"2016-05-16",108,15.9,10.8,21.9,98948,77734,62267,15467,24.8,2016/05/16(17:00)
"2016-05-17",108,19.3,10.9,26.6,98948,77333,63763,13570,21.3,2016/05/17(17:00)
"2016-05-18",108,22.3,13.5,29.5,98948,77528,64944,12584,19.4,2016/05/18(17:00)
"2016-05-19",108,24.3,16.3,31.9,98948,77843,66331,11512,17.4,2016/05/19(17:00)
"2016-05-20",108,24,16.8,31.6,98948,77682,66044,11638,17.6,2016/05/20(17:00)
"2016-05-21",108,24.1,17.8,30.4,98948,72681,57439,15242,26.5,2016/05/21(21:00)
"2016-05-22",108,24.7,17.6,31.7,98948,71452,54753,16699,30.5,2016/05/22(21:00)
"2016-05-23",108,23.3,18.3,29.4,98948,78012,66919,11093,16.6,2016/05/23(17:00)
"2016-05-24",108,16.8,15.4,21.8,98948,78445,65836,12609,19.2,2016/05/24(11:00)
"2016-05-25",108,19.7,15.3,24.4,98948,78513,65014,13499,20.8,2016/05/25(17:00)
"2016-05-26",108,19.4,17.5,22.9,98948,79616,66201,13415,20.3,2016/05/26(17:00)
"2016-05-27",108,20.9,14.8,27.1,98948,77748,66831,10917,16.3,2016/05/27(15:00)
"2016-05-28",108,21.7,17.2,28,98948,71910,58181,13729,23.6,2016/05/28(12:00)
"2016-05-29",108,21.5,17.2,27.6,98948,71377,54762,16615,30.3,2016/05/29(21:00)
"2016-05-30",108,22.1,16.9,28.9,98948,78211,67467,10744,15.9,2016/05/30(17:00)
"2016-05-31",108,21.6,17.4,27.6,98948,80087,68011,12076,17.8,2016/05/31(15:00)
"2016-06-01",108,23.3,17.1,29.9,98948,79870,66550,13320,20,2016/06/01(17:00)
"2016-06-02",108,23.2,17.2,29.1,98948,80301,67243,13058,19.4,2016/06/02(17:00)
"2016-06-03",108,22.2,17.6,27.7,98948,80650,67242,13408,19.9,2016/06/03(15:00)
"2016-06-04",108,21.2,18.2,26.3,98948,71809,58332,13477,23.1,2016/06/04(12:00)
"2016-06-05",108,24.7,17.3,32.2,98948,71323,54852,16471,30,2016/06/05(21:00)
"2016-06-06",108,23.3,20.8,28.4,98948,72901,58231,14670,25.2,2016/06/06(15:00)
"2016-06-07",108,21.7,19.6,25.9,98948,80807,66902,13905,20.8,2016/06/07(17:00)
"2016-06-08",108,22.1,18.2,27.7,98948,80661,67384,13277,19.7,2016/06/08(15:00)
"2016-06-09",108,24.1,17.8,31.3,98948,80280,68792,11488,16.7,2016/06/09(17:00)
"2016-06-10",108,24.6,20.2,31.3,98948,79214,69908,9306,13.3,2016/06/10(15:00)
"2016-06-11",108,23.5,20.9,26.5,98948,72076,61226,10850,17.7,2016/06/11(15:00)
"2016-06-12",108,23.5,19.9,26.7,98948,70120,56360,13760,24.4,2016/06/12(21:00)
"2016-06-13",108,23.5,19.4,29.6,98948,79589,69342,10247,14.8,2016/06/13(17:00)
"2016-06-14",108,23.8,19.7,29.5,98948,80985,69628,11357,16.3,2016/06/14(15:00)
"2016-06-15",108,20.9,17.4,24.5,98948,82117,68154,13963,20.5,2016/06/15(15:00)
"2016-06-16",108,20.9,18.6,24.9,98948,81864,67964,13900,20.5,2016/06/16(15:00)
"2016-06-17",108,23.8,18.6,29.1,98948,81941,69037,12904,18.7,2016/06/17(17:00)
"2016-06-18",108,24.5,20.1,29.9,98948,70240,61326,8914,14.5,2016/06/18(15:00)
"2016-06-19",108,24.1,20.3,29.3,98948,71404,57111,14293,25,2016/06/19(21:00)
"2016-06-20",108,24.7,19.6,30.7,98948,80999,71333,9666,13.6,2016/06/20(15:00)
"2016-06-21",108,26,21,31.3,98948,80966,72018,8948,12.4,2016/06/21(15:00)
"2016-06-22",108,24.3,20.9,30.2,98948,81593,72340,9253,12.8,2016/06/22(15:00)
"2016-06-23",108,24.7,19.6,29.4,98948,80956,72816,8140,11.2,2016/06/23(15:00)
"2016-06-24",108,23.1,21.1,25.7,98948,82074,70325,11749,16.7,2016/06/24(15:00)
"2016-06-25",108,22.8,19.2,26.7,98948,72876,59406,13470,22.7,2016/06/25(21:00)
"2016-06-26",108,24.4,19.4,30.3,98948,71621,56370,15251,27.1,2016/06/26(21:00)
"2016-06-27",108,24.4,19.9,29.5,98948,83934,70520,13414,19,2016/06/27(15:00)
"2016-06-28",108,24.7,20.4,29.7,98948,83416,71431,11985,16.8,2016/06/28(15:00)
"2016-06-29",108,25.3,20.9,30.2,98948,83457,71556,11901,16.6,2016/06/29(15:00)
"2016-06-30",108,24.6,23,26.9,98948,83978,72528,11450,15.8,2016/06/30(15:00)
"2016-07-01",108,24,22,26.6,98948,85533,72275,13258,18.3,2016/07/01(15:00)
"2016-07-02",108,23.5,20.6,27.7,98948,75644,61952,13692,22.1,2016/07/02(12:00)
"2016-07-03",108,23.5,21.1,26.8,98948,75199,56509,18690,33.1,2016/07/03(21:00)
"2016-07-04",108,21.8,20.2,24.1,98948,85873,69487,16386,23.6,2016/07/04(15:00)
"2016-07-05",108,23.1,20.2,24.8,98948,86753,72993,13760,18.9,2016/07/05(15:00)
"2016-07-06",108,22.9,20.3,26.9,98948,86705,71949,14756,20.5,2016/07/06(15:00)
"2016-07-07",108,24,20.1,28.5,98948,86068,73086,12982,17.8,2016/07/07(15:00)
"2016-07-08",108,27.3,21.2,32.4,98948,84847,74997,9850,13.1,2016/07/08(15:00)
"2016-07-09",108,27.7,23.2,32.7,99878,74830,66515,8315,12.5,2016/07/09(15:00)
"2016-07-10",108,27.9,23.2,33.1,99878,73413,61203,12210,20,2016/07/10(21:00)
"2016-07-11",108,28.4,24.8,33.4,99878,85481,78197,7284,9.3,2016/07/11(15:00)
"2016-07-12",108,26.3,22.1,30.9,99878,86506,76630,9876,12.9,2016/07/12(15:00)
"2016-07-13",108,26.3,23.2,29.5,99878,86944,76326,10618,13.9,2016/07/13(15:00)
"2016-07-14",108,27.5,24,32.4,99878,87194,76203,10991,14.4,2016/07/14(15:00)
"2016-07-15",108,26.2,23.7,29.2,99878,88032,74767,13265,17.7,2016/07/15(15:00)
"2016-07-16",108,20.8,19.8,23.8,99878,78526,62859,15667,24.9,2016/07/16(12:00)
"2016-07-17",108,21.7,20.4,23.1,99878,76339,57401,18938,33,2016/07/17(21:00)
"2016-07-18",108,24.4,20.7,28.4,99878,89091,71810,17281,24.1,2016/07/18(17:00)
"2016-07-19",108,27.1,20.9,32.4,100180,88635,75150,13485,17.9,2016/07/19(15:00)
"2016-07-20",108,28.6,24,32.9,100180,88889,76667,12222,15.9,2016/07/20(15:00)
"2016-07-21",108,28.3,24.9,32.2,100180,88526,76366,12160,15.9,2016/07/21(17:00)
"2016-07-22",108,29.1,25.3,34.1,100180,88555,77815,10740,13.8,2016/07/22(17:00)
"2016-07-23",108,28.7,27.2,31.6,100180,79141,69122,10019,14.5,2016/07/23(15:00)
"2016-07-24",108,28,27,30.1,100180,76202,65790,10412,15.8,2016/07/24(21:00)
"2016-07-25",108,28.4,26.4,31.4,100180,88990,80215,8775,10.9,2016/07/25(15:00)
"2016-07-26",108,28.4,25.6,31.9,100180,88923,81110,7813,9.6,2016/07/26(15:00)
"2016-07-27",108,27.6,26.7,28.9,100180,89712,80482,9230,11.5,2016/07/27(15:00)
"2016-07-28",108,28,26.7,30.5,100180,89311,79547,9764,12.3,2016/07/28(15:00)
"2016-07-29",108,26.3,23.4,28.4,100180,86712,76408,10304,13.5,2016/07/29(15:00)
"2016-07-30",108,28.6,26.4,33,100180,77676,66669,11007,16.5,2016/07/30(15:00)
"2016-07-31",108,28.9,26.6,32.8,100180,76193,64469,11724,18.2,2016/07/31(21:00)
"2016-08-01",108,28.4,25.8,32.4,100180,89095,68944,20151,29.2,2016/08/01(15:00)
"2016-08-02",108,27.2,25,31.1,100180,89826,68743,21083,30.7,2016/08/02(15:00)
"2016-08-03",108,29.1,24,34.2,100180,88676,69613,19063,27.4,2016/08/03(15:00)
"2016-08-04",108,30.7,26,35.7,100180,88410,75694,12716,16.8,2016/08/04(17:00)
"2016-08-05",108,31.2,26.5,36,100180,88096,77573,10523,13.6,2016/08/05(15:00)
"2016-08-06",108,30.5,26.6,34,100180,81236,71602,9634,13.5,2016/08/06(15:00)
"2016-08-07",108,30.6,27,35,100180,76815,67510,9305,13.8,2016/08/07(21:00)
"2016-08-08",108,30.5,26.4,35.5,100180,89608,83700,5908,7.1,2016/08/08(15:00)
"2016-08-09",108,29.3,26.4,33.6,100180,91440,82724,8716,10.5,2016/08/09(15:00)
"2016-08-10",108,29.4,26.1,34.8,100180,92386,83123,9263,11.1,2016/08/10(17:00)
"2016-08-11",108,30.5,26.1,36.4,100180,91680,84974,6706,7.9,2016/08/11(17:00)
"2016-08-12",108,30.4,26.4,35.9,100180,92395,85183,7212,8.5,2016/08/12(17:00)
"2016-08-13",108,30.2,26.8,35.1,100180,83300,74429,8871,11.9,2016/08/13(15:00)
"2016-08-14",108,28.9,27.3,31.8,100180,80544,67993,12551,18.5,2016/08/14(21:00)
